"n_pokoj","metraz","cena_m2","rok","pietro","pietro_maks","dzielnica"
2,65,6308,NA,3,4,"Śródmieście"
4,78.93,5890,NA,0,0,"Krzyki"
3,95,6105,2004,0,0,"Krzyki"
4,57,7368,1970,1,4,NA
4,139.7,8900,NA,3,6,"Śródmieście"
4,139.8,6300,NA,2,6,"Śródmieście"
4,125.3,7900,NA,1,6,"Śródmieście"
4,220.9,10000,NA,6,6,"Śródmieście"
4,116.9,9900,NA,5,6,"Śródmieście"
4,139.6,6900,NA,4,6,"Śródmieście"
4,139.8,7900,NA,1,6,"Śródmieście"
4,125.3,8400,NA,2,6,"Śródmieście"
3,50,5980,1935,0,0,NA
4,74.92,5072,NA,4,5,"Krzyki"
3,135.8,17000,2014,3,3,"Stare Miasto"
3,116.3,16500,2014,3,3,"Stare Miasto"
3,148.7,16000,2014,3,3,"Stare Miasto"
3,124.4,15500,2014,3,3,"Stare Miasto"
3,124.6,15500,2014,3,3,"Stare Miasto"
3,110,15000,2014,3,3,"Stare Miasto"
4,142,25000,2014,3,3,"Stare Miasto"
3,91,17000,2014,2,3,"Stare Miasto"
4,133.3,18000,2014,1,3,"Stare Miasto"
2,58.3,20583,2014,1,3,"Stare Miasto"
2,45.8,5400,2017,1,3,"Krzyki"
3,121,4785,2001,0,0,"Krzyki"
3,58.5,6479,1910,3,5,"Krzyki"
3,95,5884,NA,2,2,"Krzyki"
2,88,5000,2008,2,2,NA
4,86,6512,1995,3,4,"Krzyki"
5,110,5436,2002,3,3,"Śródmieście"
3,65.31,5130,NA,4,4,"Krzyki"
4,139.26,11453,2009,2,3,"Krzyki"
4,112,4107,1918,0,0,"Krzyki"
2,48.53,6491,NA,2,2,"Krzyki"
2,47.25,6772,NA,2,2,"Krzyki"
1,35.04,6821,NA,0,0,"Krzyki"
2,49.66,6504,NA,0,0,"Krzyki"
3,58.62,6005,NA,0,0,"Krzyki"
3,56.13,5035,NA,0,0,"Krzyki"
3,58.62,6039,NA,0,0,"Krzyki"
2,43,5000,NA,1,NA,"Psie Pole"
2,45.1,5211,NA,4,4,"Krzyki"
2,56,4982,1970,4,4,"Fabryczna"
2,38.18,5950,NA,4,4,"Psie Pole"
2,47.25,5926,NA,0,0,"Krzyki"
3,60.93,6598,NA,0,0,"Krzyki"
4,66.87,5750,NA,1,4,"Psie Pole"
2,47.25,5884,NA,0,0,"Krzyki"
2,46.94,5100,NA,0,0,"Psie Pole"
1,29.59,6500,NA,5,5,"Psie Pole"
3,47.91,6250,NA,3,5,"Psie Pole"
2,35.39,6000,NA,2,5,"Psie Pole"
2,36.67,5800,NA,0,0,"Psie Pole"
2,35.39,5900,NA,0,0,"Psie Pole"
4,59.11,5550,NA,0,0,"Psie Pole"
2,65,7077,2008,2,6,"Stare Miasto"
3,47.25,5800,NA,1,5,"Psie Pole"
3,147,6796,2005,3,5,"Psie Pole"
3,48,6229,1935,0,0,"Śródmieście"
2,49,5306,NA,1,2,"Fabryczna"
4,100,6400,2008,2,2,"Krzyki"
4,83.02,6578,2015,0,0,"Krzyki"
2,46,6087,1995,4,4,NA
2,51,5882,2000,3,4,"Krzyki"
4,143,6224,1930,0,0,"Śródmieście"
3,145,4379,1920,1,4,"Krzyki"
4,135,4667,1996,3,3,"Krzyki"
3,63.9,6182,2016,1,5,"Stare Miasto"
3,51.06,6130,2016,2,5,"Stare Miasto"
2,39.49,6812,2016,5,5,"Stare Miasto"
2,44.08,6783,2016,5,5,"Stare Miasto"
6,321.95,14000,2007,4,4,NA
3,68,9559,1935,1,2,"Śródmieście"
2,50,6700,1960,1,4,"Stare Miasto"
3,76,5592,1931,1,1,"Fabryczna"
2,47,6170,1970,4,4,"Śródmieście"
2,50.3,9125,2001,4,4,"Stare Miasto"
3,103,3786,2001,4,5,"Krzyki"
3,118,6941,NA,2,3,"Stare Miasto"
3,65.22,6424,1991,1,5,"Stare Miasto"
4,90,6222,2006,8,10,"Stare Miasto"
2,45,6333,2006,0,0,"Psie Pole"
3,45,6444,1980,3,4,"Stare Miasto"
4,56,5875,NA,4,4,"Fabryczna"
2,45,6644,2010,6,6,NA
2,57,4561,1930,0,0,NA
4,98,5663,2001,3,3,"Krzyki"
4,150,3727,1890,1,4,"Krzyki"
3,48,5729,1985,6,10,"Fabryczna"
NA,80.68,10900,NA,2,4,"Śródmieście"
NA,149.21,11500,NA,2,4,"Śródmieście"
NA,82.99,10900,NA,4,4,"Śródmieście"
NA,65.12,11500,NA,4,4,"Śródmieście"
NA,155.97,11499,NA,4,4,"Śródmieście"
2,44,6250,2009,1,4,"Krzyki"
3,70,6714,1935,0,0,"Krzyki"
2,51.48,5650,2015,1,7,"Krzyki"
4,132,13636,1991,1,3,"Krzyki"
4,92.8,7974,1997,2,4,"Śródmieście"
3,73,6836,NA,2,2,"Krzyki"
3,68.5,4803,NA,2,10,"Fabryczna"
3,68.5,4803,NA,2,10,"Fabryczna"
3,69,10072,1900,4,4,"Stare Miasto"
3,67,8209,1930,3,4,"Stare Miasto"
3,92,6739,1903,1,4,"Stare Miasto"
4,88.52,9602,2007,3,3,"Krzyki"
3,101.4,8373,2000,3,4,"Krzyki"
2,68,6691,NA,1,2,"Śródmieście"
3,68,4691,1918,0,0,"Fabryczna"
2,48.01,9894,2008,2,5,"Krzyki"
3,112,7054,2014,2,2,"Psie Pole"
3,75.48,5750,NA,1,1,"Krzyki"
2,52.08,7488,2006,1,3,"Krzyki"
3,66,7879,2010,3,5,"Śródmieście"
3,66,7879,2010,3,5,"Stare Miasto"
3,82,6085,2008,5,5,"Fabryczna"
4,87.71,5587,1960,4,4,"Stare Miasto"
2,70,5143,1991,9,9,"Krzyki"
2,50,5780,1998,5,6,"Psie Pole"
3,80,6875,2001,3,3,"Fabryczna"
3,106,5000,NA,2,4,"Krzyki"
3,72,5972,2006,2,2,"Krzyki"
3,89,7742,2000,4,4,"Fabryczna"
3,81.24,7632,1961,2,3,"Fabryczna"
2,48,7708,2004,1,6,"Śródmieście"
3,101.4,8373,1999,3,3,"Krzyki"
3,75,5267,NA,3,3,"Fabryczna"
4,70.8,5438,NA,0,0,"Fabryczna"
2,52.08,7488,2006,1,3,"Krzyki"
2,45.77,6200,2016,1,4,"Krzyki"
1,38.91,7170,1997,10,10,"Stare Miasto"
3,63,5794,1950,1,4,"Stare Miasto"
3,86.8,6797,NA,12,14,"Krzyki"
4,125,5440,NA,4,4,"Krzyki"
3,71.4,5308,NA,3,4,"Fabryczna"
5,110,7718,2001,0,0,"Psie Pole"
4,106,5189,NA,0,0,"Fabryczna"
3,100,6500,NA,2,4,"Śródmieście"
3,71.38,11460,2011,9,9,"Stare Miasto"
2,51.7,4429,NA,3,4,NA
2,53.2,5244,NA,0,0,"Fabryczna"
2,53.2,5244,NA,0,0,"Fabryczna"
2,42.49,6900,NA,4,4,"Krzyki"
2,42.5,6900,NA,4,4,"Krzyki"
2,42.49,6900,NA,4,4,"Krzyki"
2,42.49,6900,NA,4,4,"Krzyki"
2,78.45,6400,NA,4,4,"Krzyki"
3,68.53,6144,NA,4,4,"Krzyki"
1,53.02,6400,NA,4,4,"Krzyki"
2,73.06,6400,NA,4,4,"Krzyki"
3,68.54,6144,NA,4,4,"Krzyki"
1,53.02,6400,NA,4,4,"Krzyki"
3,48.75,6500,NA,3,4,"Krzyki"
3,59.88,6500,NA,3,4,"Krzyki"
2,44.04,6600,NA,3,4,"Krzyki"
2,43.77,6600,NA,3,4,"Krzyki"
3,52.2,6300,NA,3,4,"Krzyki"
2,43.78,6600,NA,3,4,"Krzyki"
2,44.05,6600,NA,3,4,"Krzyki"
3,48.75,6500,NA,3,4,"Krzyki"
3,59.88,6500,NA,3,4,"Krzyki"
2,44.04,6600,NA,3,4,"Krzyki"
2,43.77,6600,NA,3,4,"Krzyki"
3,52.2,6500,NA,3,4,"Krzyki"
2,43.78,6600,NA,3,4,"Krzyki"
2,47.48,6600,NA,3,4,"Krzyki"
2,43.63,6600,NA,3,4,"Krzyki"
3,48.75,6400,NA,2,4,"Krzyki"
3,59.88,6400,NA,2,4,"Krzyki"
2,44.08,6500,NA,2,4,"Krzyki"
2,43.8,6500,NA,2,4,"Krzyki"
2,44.08,6500,NA,2,4,"Krzyki"
3,48.75,6400,NA,2,4,"Krzyki"
3,59.88,6400,NA,2,4,"Krzyki"
2,44.08,6300,NA,2,4,"Krzyki"
2,43.8,6300,NA,2,4,"Krzyki"
3,52.27,6400,NA,2,4,"Krzyki"
2,43.81,6500,NA,2,4,"Krzyki"
2,47.52,6500,NA,2,4,"Krzyki"
3,63.55,6300,NA,2,4,"Krzyki"
2,45.73,6450,NA,2,4,"Krzyki"
3,49.8,6300,NA,1,4,"Krzyki"
2,44.08,6400,NA,1,4,"Krzyki"
2,43.8,6400,NA,1,4,"Krzyki"
3,52.27,6300,NA,1,4,"Krzyki"
3,49.8,6300,NA,1,4,"Krzyki"
2,44.08,6400,NA,1,4,"Krzyki"
2,43.8,6400,NA,1,4,"Krzyki"
3,52.27,6300,NA,1,4,"Krzyki"
3,52.27,6300,NA,1,4,"Krzyki"
2,43.81,6400,NA,1,4,"Krzyki"
2,47.52,6400,NA,1,4,"Krzyki"
4,75.36,5856,NA,0,0,"Krzyki"
2,43.83,6300,NA,0,0,"Krzyki"
3,52.27,6200,NA,0,0,"Krzyki"
2,44.14,6300,NA,0,0,"Krzyki"
4,75.36,5856,NA,0,0,"Krzyki"
2,44.08,6300,NA,0,0,"Krzyki"
2,43.83,6048,NA,0,0,"Krzyki"
3,52.27,6200,NA,0,0,"Krzyki"
2,43.84,6300,NA,0,0,"Krzyki"
2,47.58,6300,NA,0,0,"Krzyki"
2,43.74,6300,NA,0,0,"Krzyki"
4,83.92,5952,NA,1,4,"Krzyki"
2,67,14179,1910,4,5,"Stare Miasto"
2,44,5568,1980,7,8,"Stare Miasto"
2,62.6,5431,1994,0,0,"Krzyki"
2,50,5180,1978,1,10,"Fabryczna"
3,68,4706,1920,0,0,"Krzyki"
3,55,5709,2017,1,3,"Fabryczna"
2,54,5815,2017,1,3,"Fabryczna"
2,50,5800,2017,2,3,"Fabryczna"
2,47,5766,2017,3,3,"Fabryczna"
2,46,5826,2017,2,3,"Fabryczna"
2,39,6103,2017,3,3,"Fabryczna"
2,40,5863,2017,2,3,"Fabryczna"
2,39,6000,2017,2,3,"Fabryczna"
2,39,6000,2017,2,3,"Fabryczna"
2,40,5825,2017,1,3,"Fabryczna"
4,106,5226,2017,0,0,"Fabryczna"
4,85,5671,2017,0,0,"Fabryczna"
3,61,5541,2017,0,0,"Fabryczna"
2,40,5825,2017,1,3,"Fabryczna"
2,47,5574,2017,0,0,"Fabryczna"
3,60,5950,2017,0,0,"Krzyki"
3,59,5966,2017,2,4,"Krzyki"
3,54,6074,2017,2,4,"Krzyki"
3,54,5907,2017,3,4,"Krzyki"
2,51,5837,2017,0,0,"Krzyki"
2,46,6287,2017,1,4,"Krzyki"
2,54,9241,2000,5,6,"Stare Miasto"
1,35,5686,2001,1,3,"Psie Pole"
4,93.97,6450,2015,1,1,"Krzyki"
4,94.33,6450,2015,1,1,"Krzyki"
4,93.73,6450,2015,1,1,"Krzyki"
4,94.2,6450,2015,1,1,"Krzyki"
4,94.36,6450,2015,1,1,"Krzyki"
1,26.5,7509,2001,4,4,"Fabryczna"
5,160,5625,1935,1,2,"Fabryczna"
4,72.2,4363,NA,4,10,"Psie Pole"
3,96,5417,NA,1,5,"Śródmieście"
3,53.64,12864,NA,4,5,"Stare Miasto"
3,95,6305,2004,0,0,"Krzyki"
2,48,7292,2011,3,3,"Krzyki"
2,54,4685,1980,9,11,"Krzyki"
5,126.17,5540,1996,4,4,"Krzyki"
2,35.94,6800,2015,5,7,"Stare Miasto"
2,119.09,6046,2008,7,7,"Fabryczna"
3,81.2,8374,2011,3,3,"Stare Miasto"
3,75,6267,2006,2,3,"Krzyki"
3,100,5300,1910,1,4,"Krzyki"
3,97,6000,2005,3,4,"Krzyki"
3,69,5203,1980,2,3,"Fabryczna"
3,67,5955,1996,3,5,"Krzyki"
3,69,3899,1930,3,3,"Krzyki"
3,71.5,6559,2008,2,2,"Krzyki"
3,54,5741,1970,10,10,"Krzyki"
2,43,8372,2011,0,0,"Krzyki"
4,90,6656,1970,4,4,"Stare Miasto"
3,84.96,5297,1962,0,0,"Krzyki"
4,86.78,10371,2010,1,2,"Krzyki"
3,102,12059,2009,0,0,"Śródmieście"
4,73.19,5259,NA,2,4,"Fabryczna"
4,73.1,5259,NA,1,4,"Fabryczna"
3,61.49,5372,NA,2,4,"Fabryczna"
2,40.49,5500,NA,1,4,"Fabryczna"
3,65.38,5259,NA,1,4,"Fabryczna"
4,106.27,4620,NA,3,3,"Fabryczna"
2,36.81,5500,NA,1,3,"Fabryczna"
4,65.54,5259,NA,1,3,"Fabryczna"
4,63.87,5500,NA,2,2,"Fabryczna"
2,55.56,5022,NA,0,0,"Krzyki"
4,64.15,5372,NA,2,2,"Fabryczna"
4,64.07,5372,NA,1,2,"Fabryczna"
4,64.5,5372,NA,1,2,"Fabryczna"
4,64.5,5500,NA,1,2,"Fabryczna"
2,37.3,8311,1930,1,NA,"Krzyki"
3,84.55,5074,1910,2,4,"Stare Miasto"
3,99.98,4901,1930,1,2,"Psie Pole"
2,53.13,6776,2009,1,6,"Psie Pole"
4,77,8442,2000,6,6,"Stare Miasto"
2,41.94,8142,NA,4,7,"Fabryczna"
2,61.28,7362,NA,2,7,"Fabryczna"
1,38.09,6720,NA,5,7,"Fabryczna"
3,56.73,7038,NA,5,7,"Fabryczna"
3,56.73,7038,NA,5,7,"Fabryczna"
3,57.68,5700,NA,6,7,"Fabryczna"
1,38.09,6860,NA,6,7,"Fabryczna"
3,147,6796,2005,3,5,"Psie Pole"
3,84,5107,NA,2,4,"Krzyki"
3,84.55,5074,1910,2,3,"Krzyki"
3,98,11224,2007,5,5,"Stare Miasto"
3,75,5066,NA,1,2,"Krzyki"
4,72,4569,1982,9,11,"Psie Pole"
2,30,7300,2000,8,8,"Krzyki"
3,68.4,7164,2012,0,0,"Krzyki"
3,51,5588,1989,3,4,"Psie Pole"
2,51.9,5376,2007,1,3,"Fabryczna"
2,37,7027,1960,5,5,"Stare Miasto"
2,57.14,5425,1980,3,6,"Śródmieście"
3,37,7568,NA,11,NA,"Fabryczna"
2,32,6094,NA,10,NA,"Fabryczna"
3,82,4256,NA,9,11,"Fabryczna"
3,73,5205,1994,3,3,"Psie Pole"
2,68,3353,1928,1,4,"Fabryczna"
3,67.2,7887,2009,2,5,"Krzyki"
2,38,5237,2000,2,3,"Psie Pole"
4,85,4224,2000,3,3,"Psie Pole"
2,28,5964,1980,1,3,"Psie Pole"
2,48,5104,NA,0,0,"Krzyki"
3,55,6182,1990,3,10,"Krzyki"
3,53,6792,2005,2,3,"Fabryczna"
3,64,4828,1990,2,4,"Krzyki"
3,64,4500,1985,1,5,NA
2,54,4593,1982,1,3,NA
4,104,4606,1993,0,0,"Krzyki"
5,264,5303,1905,0,0,"Śródmieście"
3,70.88,5605,2012,1,1,"Krzyki"
4,100.64,5018,2012,1,1,"Krzyki"
3,68.2,7317,1930,1,2,"Fabryczna"
2,77.52,10200,NA,4,4,NA
2,67.07,10200,NA,4,4,NA
2,40.54,11800,NA,3,4,NA
3,65.74,11100,NA,3,4,NA
3,61.48,11100,NA,3,4,NA
4,86.94,10500,NA,3,4,NA
2,45.23,12100,NA,2,4,NA
3,67.42,11300,NA,2,4,NA
3,64.33,11200,NA,1,4,NA
2,96.34,5605,1992,2,3,"Krzyki"
2,33,6364,NA,4,10,"Krzyki"
3,110,7727,NA,4,4,"Krzyki"
2,60,9000,2008,2,7,"Stare Miasto"
3,105,5705,NA,4,5,"Krzyki"
3,96,12000,2007,2,6,"Stare Miasto"
3,95,10800,2014,4,NA,"Stare Miasto"
3,71,12254,NA,6,9,"Stare Miasto"
4,118.6,18044,2013,2,5,"Stare Miasto"
3,80.53,6706,NA,4,4,"Stare Miasto"
3,66,8106,2008,5,NA,"Stare Miasto"
4,160,6875,2009,3,NA,"Śródmieście"
3,102,12255,NA,0,0,"Śródmieście"
6,198.96,3900,NA,4,5,"Krzyki"
2,65.52,4900,NA,2,2,"Fabryczna"
1,60.21,4900,NA,2,2,"Fabryczna"
1,60.21,4900,NA,2,2,"Fabryczna"
1,60.36,4900,NA,2,2,"Fabryczna"
4,89,6180,2009,3,3,"Krzyki"
1,75.38,4900,NA,2,2,"Fabryczna"
2,69.88,4900,NA,2,2,"Fabryczna"
2,69.85,4900,NA,2,2,"Fabryczna"
2,64.96,5200,NA,2,2,"Fabryczna"
2,47.93,5200,NA,1,2,"Fabryczna"
2,47.93,5200,NA,1,2,"Fabryczna"
2,48.26,5200,NA,1,2,"Fabryczna"
2,51,4294,1979,0,0,"Psie Pole"
4,80.55,6100,2015,3,6,"Śródmieście"
3,56.42,5950,2015,1,6,"Śródmieście"
2,42.8,6100,2015,3,6,"Śródmieście"
4,97,5464,1910,3,4,"Śródmieście"
4,92.46,4315,NA,3,5,"Śródmieście"
2,49.67,6376,2014,1,6,"Stare Miasto"
4,78,5244,NA,2,4,"Śródmieście"
2,38.4,5800,NA,0,0,NA
2,48,5104,NA,4,4,"Psie Pole"
2,53,6604,2003,3,3,"Krzyki"
4,86,6977,1960,4,4,"Stare Miasto"
2,107,5103,NA,NA,NA,"Krzyki"
7,200,4250,NA,NA,NA,"Krzyki"
3,76,12211,1935,4,5,"Stare Miasto"
3,134,8000,1935,0,0,"Śródmieście"
2,58,7759,2008,3,6,"Krzyki"
3,57,7474,2005,3,3,"Fabryczna"
3,58,6034,1977,1,10,"Psie Pole"
3,92.2,5412,1805,0,0,"Fabryczna"
2,45,8778,2003,1,4,"Fabryczna"
2,65.34,5357,NA,1,4,"Stare Miasto"
3,53,5283,NA,4,NA,"Psie Pole"
4,67,5500,1977,2,5,"Śródmieście"
3,75,14000,NA,1,NA,"Stare Miasto"
4,79.96,4990,2015,1,2,"Krzyki"
3,61.93,5652,2015,0,0,"Krzyki"
5,132,6818,NA,1,2,"Psie Pole"
2,62.51,9598,2011,8,8,"Stare Miasto"
3,58,5448,1985,1,4,"Fabryczna"
2,38,5316,1930,0,0,"Stare Miasto"
4,157,7000,1920,3,4,"Stare Miasto"
3,63,6587,2000,1,4,"Krzyki"
3,72.5,6207,2008,2,2,"Krzyki"
4,117.03,7600,2014,1,2,"Krzyki"
4,76.78,7500,2014,2,2,"Krzyki"
3,58.9,7300,2014,0,0,"Krzyki"
2,47.62,6699,NA,3,4,"Śródmieście"
2,67,7313,1930,1,4,"Stare Miasto"
2,54.18,6900,2014,0,0,"Krzyki"
5,104,6048,1993,0,0,"Fabryczna"
2,45,5533,2007,2,2,"Psie Pole"
4,88.88,6177,2006,3,4,"Krzyki"
3,73,6849,1970,1,4,"Stare Miasto"
2,44.96,5538,2007,2,3,"Psie Pole"
4,168,7500,1907,1,2,"Śródmieście"
3,72,4861,NA,4,4,"Psie Pole"
2,47,5617,1985,4,4,"Śródmieście"
2,44,6114,NA,0,0,"Śródmieście"
2,58,5862,2004,3,3,"Krzyki"
2,54,13333,2012,14,30,"Krzyki"
3,65,9215,2009,3,8,"Stare Miasto"
2,62,4435,1930,4,4,"Śródmieście"
2,74.6,6635,2006,1,3,"Krzyki"
1,26.05,7400,NA,7,7,"Fabryczna"
3,65.86,6553,NA,7,7,"Fabryczna"
4,62.7,6380,2011,3,3,"Fabryczna"
3,84,5536,2000,2,3,"Krzyki"
2,61,8197,1959,4,5,"Stare Miasto"
2,59,8458,2010,1,8,"Stare Miasto"
2,66.66,7351,1930,1,4,"Stare Miasto"
2,46.6,6925,NA,1,3,"Krzyki"
3,54.3,6525,NA,1,3,"Krzyki"
2,71.1,19691,NA,NA,NA,"Krzyki"
2,71.6,19553,NA,NA,NA,"Krzyki"
2,43.07,5805,2013,0,0,"Fabryczna"
3,77,6195,1930,1,1,"Psie Pole"
3,101.3,13820,NA,NA,NA,"Krzyki"
2,45,7778,1950,3,4,"Stare Miasto"
3,68,8015,1935,1,1,"Śródmieście"
3,77,4675,1930,3,4,"Stare Miasto"
4,168,7500,1907,1,3,"Śródmieście"
4,150,5300,1910,2,3,"Krzyki"
2,55.78,6095,1930,2,2,"Śródmieście"
3,90.9,8240,NA,0,0,"Śródmieście"
2,42,6667,1903,0,0,"Śródmieście"
2,50.74,8849,NA,3,4,"Stare Miasto"
2,50,7180,NA,2,NA,"Krzyki"
5,112,5500,2005,NA,NA,"Fabryczna"
3,58,4828,NA,0,0,"Śródmieście"
2,54.82,4800,NA,2,2,"Fabryczna"
4,82.37,4600,NA,2,2,"Fabryczna"
4,82.19,4600,NA,2,2,"Fabryczna"
1,34,6471,2000,3,5,"Krzyki"
4,79.26,4600,NA,2,2,"Fabryczna"
3,76.45,4650,NA,2,2,"Fabryczna"
2,42,4381,1911,0,0,"Śródmieście"
2,64,5266,NA,2,3,"Krzyki"
2,54,7019,2007,3,4,"Krzyki"
4,112,8884,2010,0,0,"Krzyki"
4,125.05,13339,NA,8,8,"Stare Miasto"
3,60.47,5457,1930,3,4,"Śródmieście"
3,64,6172,NA,5,5,"Krzyki"
4,124,12903,2008,2,6,"Śródmieście"
2,48.1,6445,NA,3,4,NA
3,86.65,6347,1900,2,5,"Stare Miasto"
1,41,6829,2000,6,10,"Stare Miasto"
3,93,9677,NA,3,3,"Śródmieście"
2,38,9447,2009,4,6,"Krzyki"
2,58.37,6819,2000,9,10,"Stare Miasto"
3,68,5147,1993,0,0,"Śródmieście"
3,70,5643,2012,0,0,"Psie Pole"
4,87,5172,NA,1,3,"Krzyki"
4,110,7000,2009,3,3,"Śródmieście"
4,167,8383,1912,1,2,"Śródmieście"
4,90,7078,NA,1,4,"Stare Miasto"
4,72.2,4114,1983,5,10,"Psie Pole"
5,126,5159,2008,3,4,"Krzyki"
5,155.53,7200,NA,2,2,"Krzyki"
4,139.94,7200,NA,1,2,"Krzyki"
3,66,6030,2004,1,1,"Fabryczna"
1,57,19298,2014,NA,NA,"Krzyki"
4,113,4513,1920,1,5,"Krzyki"
4,132,10227,1991,1,3,"Krzyki"
3,102,5882,NA,3,5,"Śródmieście"
5,130.27,6755,2008,3,4,"Krzyki"
2,47,5532,1999,1,4,"Fabryczna"
2,57,4895,1964,4,4,"Fabryczna"
3,85,6412,1920,3,4,"Śródmieście"
4,115,4522,NA,1,4,"Fabryczna"
5,160,6219,1999,2,4,"Śródmieście"
4,76,6447,NA,3,4,"Psie Pole"
NA,59,6441,1935,0,0,"Stare Miasto"
4,82.1,5408,2010,2,2,"Krzyki"
2,50,7980,2014,1,3,"Stare Miasto"
3,68,8456,2011,1,3,"Krzyki"
2,56.34,6266,2005,1,3,"Krzyki"
1,33,6939,1991,0,0,"Krzyki"
3,55.5,5387,2000,2,2,"Fabryczna"
3,55,6855,2009,3,4,"Fabryczna"
3,60,9150,1960,4,4,"Stare Miasto"
3,60,5500,2013,1,7,"Krzyki"
3,74,6351,2008,1,2,"Krzyki"
2,53,7528,2009,0,0,"Krzyki"
5,148,9905,2013,2,2,"Śródmieście"
3,80,5250,2009,1,3,"Krzyki"
3,71.23,5756,1940,3,3,"Krzyki"
2,48.5,7425,2016,2,4,"Krzyki"
2,44.2,7250,2016,0,0,"Krzyki"
4,125.05,9996,2013,8,8,"Stare Miasto"
2,55,5018,2013,1,3,"Krzyki"
2,48,5167,2012,1,3,"Krzyki"
4,94.1,5526,1930,0,0,"Psie Pole"
4,94.1,5526,1930,0,0,"Śródmieście"
2,63,9206,1930,2,4,"Stare Miasto"
3,65,6092,2013,2,4,"Krzyki"
4,106.7,4217,2009,3,4,"Krzyki"
4,108,6204,2007,4,4,"Krzyki"
4,130,6462,2001,3,4,"Śródmieście"
3,90.3,4862,2009,2,4,"Krzyki"
2,50,6400,2006,2,3,"Krzyki"
2,49,6490,2005,1,3,"Krzyki"
3,64,6328,1980,2,10,"Krzyki"
4,142.6,3857,2009,3,4,"Krzyki"
3,78,6154,2000,1,8,"Fabryczna"
2,51,8824,1900,3,4,"Stare Miasto"
3,71,7028,1993,2,5,"Śródmieście"
2,47,6149,1970,4,4,"Śródmieście"
2,66,5758,NA,2,2,"Krzyki"
2,60,10000,2010,8,8,"Stare Miasto"
2,86,9291,NA,0,0,"Krzyki"
6,200,3995,NA,3,5,"Krzyki"
2,55,5636,NA,1,5,"Śródmieście"
4,51.78,6759,NA,3,4,"Stare Miasto"
4,82,7000,2010,3,4,"Krzyki"
11,120,83,NA,2,2,NA
2,45,5311,NA,3,4,"Śródmieście"
4,82.1,5408,2010,2,2,"Krzyki"
3,82.57,5571,2001,0,0,"Psie Pole"
3,74,4865,1938,3,4,"Śródmieście"
3,68,5868,2001,3,3,"Krzyki"
4,58.1,7831,1960,4,4,"Stare Miasto"
3,68,5735,2001,3,3,"Krzyki"
5,123.3,3966,NA,4,5,"Krzyki"
3,46,6848,NA,0,0,"Psie Pole"
6,200,3900,NA,3,4,"Krzyki"
2,72,10500,NA,3,5,"Stare Miasto"
3,54.1,4621,2007,0,0,NA
3,85.6,5724,1930,1,4,"Krzyki"
4,102.27,4742,2006,3,3,"Krzyki"
1,34.44,6365,NA,4,5,NA
4,79.33,5950,NA,0,0,NA
4,103.69,5960,1898,3,4,"Stare Miasto"
3,86,6512,1900,2,5,"Stare Miasto"
3,53,6283,2009,0,0,"Fabryczna"
2,47,6170,1970,4,4,"Śródmieście"
5,126,5548,2004,3,3,"Krzyki"
3,64,5141,1985,1,NA,"Fabryczna"
4,84.4,4609,1986,4,4,"Fabryczna"
4,89,5112,2004,0,0,"Krzyki"
4,115,4435,1920,1,4,"Krzyki"
2,86,5337,NA,1,4,"Śródmieście"
3,70,5429,2004,1,3,"Krzyki"
3,72,7639,2000,3,6,"Stare Miasto"
3,65,7462,1997,3,5,"Śródmieście"
2,81,4926,1900,3,5,"Krzyki"
3,70,5357,2003,0,0,"Krzyki"
3,103,9029,NA,2,3,"Krzyki"
3,95.92,11468,2008,5,5,"Stare Miasto"
4,75.7,6063,1898,2,2,"Krzyki"
3,83,5241,2012,2,2,"Krzyki"
2,45,5222,1970,5,11,"Krzyki"
2,46,4457,1900,0,0,"Krzyki"
2,48,5438,1978,0,0,"Psie Pole"
5,300,6500,NA,0,0,"Śródmieście"
2,54.74,6376,1914,4,4,"Stare Miasto"
3,80.52,5775,2005,2,2,"Fabryczna"
2,49,7939,2013,1,NA,"Stare Miasto"
3,70,6300,2008,2,4,"Fabryczna"
3,60,6333,NA,4,NA,NA
3,74,5392,1935,3,3,"Krzyki"
4,86,4640,1993,1,9,"Fabryczna"
4,73.4,4905,1980,9,11,"Psie Pole"
NA,41.97,5112,NA,0,0,"Fabryczna"
NA,42.02,5713,NA,0,0,"Fabryczna"
2,47.62,5300,NA,1,2,"Fabryczna"
2,47.62,5300,NA,1,2,"Fabryczna"
2,47.62,5350,NA,1,2,"Fabryczna"
2,39.62,5100,NA,0,0,"Fabryczna"
3,59.9,5175,1960,2,3,"Fabryczna"
3,70.6,6018,1930,1,1,"Fabryczna"
2,50,8400,NA,1,4,"Śródmieście"
2,75,4267,1990,4,5,"Stare Miasto"
3,69.91,6008,NA,2,3,NA
3,98,9184,NA,2,4,"Krzyki"
3,87,5172,NA,NA,NA,"Krzyki"
2,54,4056,NA,2,3,"Krzyki"
3,60,5817,1994,5,6,"Śródmieście"
2,40,6425,NA,0,0,"Krzyki"
2,56,4982,NA,1,3,"Śródmieście"
4,73,4658,1990,3,4,"Psie Pole"
3,70,7857,NA,0,0,"Krzyki"
2,53,6585,1905,4,5,"Śródmieście"
3,50,5700,NA,1,4,"Stare Miasto"
3,93,4516,NA,0,0,"Krzyki"
3,60,5317,NA,0,0,"Krzyki"
2,51.5,5806,NA,5,10,"Krzyki"
